lab_id,site_id,c14_age,c14_error,curve
R11769/4 NZA-564,Tasmanian West,13840,160,shcal20
Beta-37548,Tasmanian Southern Ranges,14960,160,shcal20
Beta-88523,Victoria Midlands,22140,160,shcal20
SUA-17,Sydney Basin,2930,165,shcal20
GXO-266,Tasmanian Northern Slopes,8120,165,shcal20
ANU-1099,Riverina,8190,165,shcal20
ANU-2425,Victoria Volcanic Plain,320,170,shcal20
ANU-2828,South East Corner,590,170,shcal20
ANU-421,Murray Darling Depression,750,170,shcal20
ANU-2304,Flinders Lofty Block,900,170,shcal20
GX14608,Simpson Strzelecki Dunefields,1260,170,shcal20
ANU-6354,Naracoorte Coastal Plain,1810,170,shcal20
OZA-674U2,Murray Darling Depression,1870,170,shcal20
ANU 664,Murray Darling Depression,2060,170,shcal20
ANU-7504,Murray Darling Depression,2150,170,shcal20
ANU-5428,Simpson Strzelecki Dunefields,3080,170,shcal20
ANU-8432,Sydney Basin,3260,170,shcal20
ANU 8974B,Murray Darling Depression,4580,170,shcal20
ANU-287,Sydney Basin,5150,170,shcal20
SUA-18,Sydney Basin,6050,170,shcal20
SUA-2895,Flinders,7960,170,shcal20
Beta-54738,Tasmanian West,10440,170,shcal20
SUA-963,Murray Darling Depression,13340,170,shcal20
Beta-45815,Tasmanian West,15730,170,shcal20
Beta-37545/ETH-6734,Tasmanian Southern Ranges,15840,170,shcal20
Beta-44079,Tasmanian West,18060,170,shcal20
Beta-29988,Tasmanian Southern Ranges,23270,170,shcal20
NZ-1222,Victoria Volcanic Plain,6186,171,shcal20
Wk-11350,Wet Tropics,3827,172,shcal20
Wk-167,Murray Darling Depression,23507,174,shcal20
C-600,South East Coastal Plain,1177,175,shcal20
ANU-790,Sydney Basin,4120,175,shcal20
SUA-402C,NSW North Coast,445,179,shcal20
ANU-6058,Sydney Basin,540,180,shcal20
ANU-2344,Sydney Basin,550,180,shcal20
ANU-12030,Gulf Coastal,570,180,shcal20
GX-0108,NSW North Coast,1860,180,shcal20
ANU-676,Murray Darling Depression,1880,180,shcal20
I-1135,Sydney Basin,2150,180,shcal20
OZA-671U2,Murray Darling Depression,3480,180,shcal20
Beta-1211,Sydney Basin,4140,180,shcal20
ANU-6845,Nullarbor,4750,180,shcal20
ANU 8974A,Murray Darling Depression,5010,180,shcal20
Beta-14861,Naracoorte Coastal Plain,9710,180,shcal20
Wk-1510,Simpson Strzelecki Dunefields,11770,180,shcal20
Wk-3030,Warren,12590,180,shcal20
ANU 2967,Murray Darling Depression,16000,180,shcal20
Beta-27075,Tasmanian Southern Ranges,16120,180,shcal20
ANU 2203,Murray Darling Depression,16700,180,shcal20
CAMS-2875,Murray Darling Depression,20880,180,shcal20
Beta-40349,Tasmanian Southern Ranges,22730,180,shcal20
Beta-29989,Tasmanian Southern Ranges,26190,180,shcal20
ANU-420C,Murray Darling Depression,4550,185,shcal20
V-35,NSW South Western Slopes,12550,185,shcal20
ANU-6935,South East Corner,290,190,shcal20
ANU-3762,South East Coastal Plain,790,190,shcal20
SUA-1307,Sydney Basin,1580,190,shcal20
ANU-9070,Darwin Coastal,2360,190,shcal20
ANU-7770,South East Corner,2990,190,shcal20
ANU-5309,Murray Darling Depression,3390,190,shcal20
ANU 669,Murray Darling Depression,4260,190,shcal20
ANU-5795,Eyre York Block,5470,190,shcal20
NZ-676,Victoria Midlands,6460,190,shcal20
ANU-5787a,Murray Darling Depression,6610,190,shcal20
ANU-1023,Riverina,7820,190,shcal20
ANU-6849,Nullarbor,9530,190,shcal20
ANU-2278,Simpson Strzelecki Dunefields,13850,190,shcal20
R11769/5 NZA-565,Tasmanian West,14410,190,shcal20
ANU-1772,King,14850,190,shcal20
Beta-37553,Tasmanian Southern Ranges,15290,190,shcal20
Beta-45812,Tasmanian West,16500,190,shcal20
CAMS-1929,Murray Darling Depression,21140,190,shcal20
CAMS-1930,Murray Darling Depression,21190,190,shcal20
Beta-48329,Tasmanian Southern Ranges,23220,190,shcal20
ANU-11900,Desert Uplands,340,200,shcal20
ANU-6899,Murray Darling Depression,350,200,shcal20
ANU 6899,Murray Darling Depression,350,200,shcal20
Not given,South East Coastal Plain,538,200,shcal20
ANU-6894,Murray Darling Depression,1070,200,shcal20
ANU 6894,Murray Darling Depression,1070,200,shcal20
ANU-339,King,1350,200,shcal20
ANU-6895,Murray Darling Depression,1560,200,shcal20
ANU 6895,Murray Darling Depression,1560,200,shcal20
ANU-2838,Simpson Strzelecki Dunefields,1900,200,shcal20
ANU-6846,Nullarbor,2490,200,shcal20
SUA-675,Victoria Volcanic Plain,4130,200,shcal20
R1250/2,Tasmanian South East,5220,200,shcal20
ANU-1038,Riverina,5540,200,shcal20
Gak-703,Riverina,5540,200,shcal20
Beta-14863,Naracoorte Coastal Plain,5750,200,shcal20
Wk-7302,Victoria Bonaparte,6170,200,shcal20
BKY 88034,Murray Darling Depression,6200,200,shcal20
NZ-1225,Murray Darling Depression,6820,200,shcal20
ANU 8647,Murray Darling Depression,7140,200,shcal20
ANU-8647,Murray Darling Depression,7140,200,shcal20
I-323,Tasmanian South East,8700,200,shcal20
Beta-25877,Tasmanian Southern Ranges,11630,200,shcal20
Beta-54737,Tasmanian West,12000,200,shcal20
R5001/4,Tasmanian Southern Ranges,12600,200,shcal20
ANU-7196,Simpson Strzelecki Dunefields,14400,200,shcal20
Beta-46304,Tasmanian West,14950,200,shcal20
Beta-30952,Tasmanian Southern Ranges,15200,200,shcal20
ANU 2210,Murray Darling Depression,16050,200,shcal20
SUA-964,Murray Darling Depression,16120,200,shcal20
ANU 2769,Murray Darling Depression,16360,200,shcal20
SUA-2897,Flinders,18400,200,shcal20
Beta-27077,Tasmanian Southern Ranges,18840,200,shcal20
Beta-42995,Tasmanian West,22650,200,shcal20
Beta-40331,Tasmanian Southern Ranges,23790,200,shcal20
Beta-46170,Mulga Lands,28310,200,shcal20
