C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
14009,Sydney Basin,150.37,-33.73,King's Tableland,Rockshelter,SUA-157,1060,115,,,Charcoal,Charcoal,"Level 16, SU IV",76-84,Radiocarbon,,Terrestrial,Closed,Y,"Stockton & Holland 1974 ; Gillespie & Temple, 1976; Stockton, 1977","Site consists of two stratigraphic units, Phase I - IV are late Holocene, while the lower deposit dates >14ka. This date relates to the Phase IV assemblage. Date referred to as 1060 +/- 115 years BP in Stockton (1993). Gillespie & Temple indicate that this date was 1060 +/-115.",c14,,1060,,,,AUSTRALIA
14001,Sydney Basin,150.66,-33.66,KII Shaws Creek,Rockshelter,Beta-1212,1790,115,,,Charcoal,Charcoal,"Sq. C, spit 1, unit 6, phase II",5,Radiocarbon,,Terrestrial,Closed,Y,"Kohen et al. 1981, 1984","Site has sedimentary units increasing through the site (from 1 to 6, with archaeology only occurring in 4-6), with archaeological phases going up the site from Phase VI - I. Base of phase VI retained 55 artefacts; Phase VI retained a high proportion of heavy flakes and several with fine invasive retouch; Phase V and IV showed continutiy with earlier assemblage and includes reducing mean weight (g), decline in chert, decline in tools, declne in thick flakes, higher retouched pieces; phase III-i saw appearance and decline in backed tools and geometric microliths and edge-ground hatchets. Phase III-1 retained the highest number of artefacts. Kohen et al. notes a decline in the assemblage during Phase IV (4100 - 7900 calendar years BP). Also referred to as SUA-1391 in Kohen et al. 1981.",c14,,1790,,,,AUSTRALIA
14055,Sydney Basin,150.21,-35.12,Sassafras 2,Rockshelter,ANU-744,2780,115,,,Charcoal,Charcoal,"Sq. N, spit 4",,Radiocarbon,,Terrestrial,Closed,Y,"Flood, 1980",One of two rockshelters near Bulee Brook and Sassafras. This date reflects the decline in backed artefacts (primarily composed of silcrete) and the increase in a quartz bipolar industry at this site. This is broadly comparable with Sassafras 1,c14,,2780,,,,AUSTRALIA
10878,NSW North Coast,152.92,-30.93,Clybucca 3,Midden,SUA-274,3360,115,,,Charcoal,Charcoal,CLY3.72.56,30-40,Radiocarbon,,Terrestrial,Open,Y,"Gillespie & Temple, 1979, Connah, 1975","Samples taken from midden on a sand ridge at the head of a bay in a Pleistocene shoreline, some 10km inland from present day shoreline. Midden was composed primarily of oyster and cockle shells, as well as backed blade industry and minor worked bone. Animal bone was also present and a fragmented human burial.",c14,,3360,,,,AUSTRALIA
11326,Sydney Basin,151.66,-33.09,Swansea Inlet,Midden,SUA-150,7870,115,,,Charcoal,Charcoal,"Sq 19, level VI",44-49,Radiocarbon,,Terrestrial,Open,Y,"Dyall, 1975, 1982, 2004; Gillespie & Temple, 1976","Date taken from lowest occupation level of midden, some 10 cm below an intense occupation layer. Earliest occupation included thin scatter of stone flakes and burned bone, in gravelly sand. Site shows exploitation of primarily bream fish and substantial quantities of shellfish. Some mammal and bird bones was also recovered. Artefacts include bone points and ground-edge axes, as well as an assemblage dominated by locally derived Tuff. Burials were also recovered from the site.",c14,,7870,,,,AUSTRALIA
12271,Southern East Queensland,151.8522,-28.0207,Talgai Skull,Open site,R2526/21,8300,115,,,Soil,Soil,,,Radiocarbon,,Terrestrial,Open,Y,Hendy et al. 1973,,c14,,8300,,,,AUSTRALIA
14020,Sydney Basin,151.12,-33.19,Loggers Shelter,Rockshelter,SUA-1206,9755,115,,,Charcoal,Charcoal,"Layer 5, spit 13 (LS/F/13)",,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 1980, 1982; 2004",One of five key sites dug as part of Attenbrow's wider Upper Mangrove Creek investigations. The site was a rockshelter containing a complete Eastern Regional Sequence assemblage from ca. 11ka. Some faunal remains present too. One of the oldest sites in the Upper Mangrove Creek region. This sample dates the middel of three layers that are assigned as Capertian/pre-Bondaian.,c14,,9755,,,,AUSTRALIA
11000,South East Coastal Plain,142.36,-38.343,Campbell 10,Midden,SUA-1332,200,120,,,Charcoal,Charcoal,Spit 6,,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1982 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This date has been corrected following Temple & Barbetti, 1981.",c14,,200,,,,AUSTRALIA
10156,South East Coastal Plain,141.91,-37.01,Toolondo,Drainage System,GX-4785,210,120,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Lourandos and Williams various cit. Attenbrow, 2004; Lourandos, 1980; Lourandos, 1983; McNiven et al., 2012","This sample came from the infilling of a large channel in a drainage system of fish traps by Lourandos. Lourandos considered this the latest date for the traps use, since it appeared to be a later phase of fish trap use. This site is referred to as a 'facility', which is described as a method of ditching, which increased the harvesting yield and reliability of eels. A large network of drainage channels were present, which led to a flushing of swamps containing eels into a series of traps. It is also referred to in a  study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. .",c14,,210,,,,AUSTRALIA
14808,Sydney Basin,151.3,-33.59,Great Mackerel RS (45-6-1614),Rockshelter with midden deposits,ANU-6370,220,120,,,Charcoal,Charcoal,6/3/2; SU 2,6,Radiocarbon,,Terrestrial,Closed,Y,"McDonald , 1989, 1992, 2008","This rockshelter is located on a ridgeline overlooking Great Mackerel Beach in Pittwater. The RS was excavated as part of McDonald's PhD research and included extensive Aboriginal art motifs. Excavations were undertaken to form a correlation between directly dated art and deposits within the RS. The excavation revealed a deposit some 60 cm in depth. The site consisted of two deposits, a lower Bondaian between c.3,500 (ANU-6615) and 600 BP (ANU-6373) and containing only stone artefacts - primarily split quartz pebbles and indurated mudstone debitage overlain by a late Bondaian shell midden. The upper deposits were dominated by shell remains and accumulated more rapidly than lower deposits (25 cm in 340 years) suggestive of greater use in the last 500 years. Fish hooks were also found in this upper deposit. Sydney rock oyster (Crassosnea commercialis), the limpet (Cellana sp.), the hairy mussel (Trichonzya tiirsuta) and the black periwinkle (Nen'ta unanlentoscr) dominate the  midden in terms of minimum numbers. Fish (Snapper), small mammals and bird bones were also recovered. Some evidence of dietary change was noted and discussed.",c14,,220,,,,AUSTRALIA
14770,South East Corner,149.94,-37.28,Greenglade,Rockshelter with midden deposits,ANU-6933,340,120,,,Charcoal,Charcoal,Tr. 2A,c.220,Radiocarbon,,Terrestrial,Closed,Y,"Colley, 1990; Colley, 1990 cit. Brown, 2005; Colley, 1997","A rockshelter with midden deposits to almost 3 m depth. The stratigraphy reveals a thick midden deposit (1.5 m) over sand beneath which were several thin midden layers intermixed with sand. The midden deposits were dominated by Turbo, Cart Rut, Beaked Mussel and Edible mussel shells with a consistent presence of chitons and limpets. Bone includes mammals, fish and birds. A fish hook and two bone points were identified. Artefactual material was almost exclusively quartz and was predominantly undifferentiated flakes. Dates from the rockshelter indicate its use from around 700 BP to present.",c14,,340,,,,AUSTRALIA
13150,Esperance Plains,122.27,-33.52,Cheetup Rockshelter,Rockshelter,GX-6606,410,120,,,Carbon,Charcoal,Sq. F18.,10,Radiocarbon,,Terrestrial,Closed,Y,"Moya Smith, 1982","A rockshelter located in Cape Le Grand national park near Esperance. The site is situated near Cheetup Hill, a granite dome, and some 5 km from the ocean. The publication discusses the site only in the context of Macrozamia sp. exploitation so little information on the sequence beyond this. This sample comes from a series of features considered to be drying/soaking/storage pits within the site. The dates indicate that the activity was Pleistocene in origin contrary to several other sites around Australia.",c14,,410,,,,AUSTRALIA
10313,Channel Country,142.3,-29.41,Stud Creek,Hearth,Wk-6625,450,120,-22.8,0.2,Charcoal from hearth,Charcoal,H98-46,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2002,,c14,,450,,,,AUSTRALIA
13965,Sydney Basin,151.11,-33.14,Dingo and Horned Anthromorph,Rockshelter,GX-0070,581,120,,,Charcoal,Charcoal,,27-28,Radiocarbon,,Terrestrial,Closed,Y,"Macintosh, 1965","Date taken from the excavation of the southern rockshelter (of two shelters). An excavation was undertaken within a shelter with several art motifs. Excavations reached bedrock at 30cm and revealed a highly stratified deposits. Minimal artefacts were found, all of Bondaian industry. Of interest was an ochre layer, which appeared to correspond with the art motifs in the shelter. This layer was just below GX-0070, a closed hearth. Conclusions indicated that two different phases of art were present based on the colour of the ochre with a hiatus in between (i.e. in between GX-0069 and GX-0070).",c14,,581,,,,AUSTRALIA
10985,South East Coastal Plain,142.36,-38.343,Armstrong Bay,Midden,SUA-1724,590,120,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Campbell,n.d. cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,590,,,,AUSTRALIA
10420,Murray Darling Depression,143.1,-33.8,Lake Mungo (WOC-3),Hearth,ANU 663,950,120,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti 1973, Johnston & Clark, 1998",,c14,,950,,,,AUSTRALIA
11419,Victoria Volcanic Plain,143.26,-38.76,Moonlight Head,Midden,Gak-9011,1030,120,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Zobel et al. 1984 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,1030,,,,AUSTRALIA
10824,Naracoorte Coastal Plain,140.69,-38.05,Finger Point 2,Midden,ANU-6358,1090,120,,,Charcoal,Charcoal,"Unit A, spit 3",2,Radiocarbon,,Terrestrial,Open,Y,"Egloff et al., 1989; Egloff et al., 1989 cit. Bird & Frankel, 1991","A study of five middens dominated by subinella sp. and flint nodules along the South Australia coast. The study was undertaken as mitigation prior to a proposed development. Bird & Frankel (1991) used these dates as part of a proxy for occupation/activity. Their paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,1090,,,,AUSTRALIA
14073,Sydney Basin,151.18,-33.37,Upside-Down Man,Rockshelter,ANU-8134,1220,120,,,Charcoal,Charcoal,Sq. 6B/2/1 (SU II),6.5,Radiocarbon,,Terrestrial,Closed,Y,"McDonald, 1994a, 2008","A rockshelter located on Ironbark Creek (a tributary of Mangrove Creek), and excavated as part of McDonald's PhD work. The shelter contained extensive rock art motifs (some 274 motifs - black, red and/or white in colour). Excavations revealed four soil units to depths of c.50 cm. The excavations recovered stone artefacts, charcoal, shell, seeds, bone and pigments. Shell consisted of Sydney cockle, hairy mussel and freshwater shell (Hyridella sp.). Some 3,650 artefacts were analysed (about c.5,000 recovered) dominated by quartz (38%), indurated mudstone (21%), FGS and pebbly chert. Artefact densities began c. 4ka and were low  (units III and IV) with a brief peak in SU IV. The highest discard rates were evident in SU II. A hiatus appeared evident in SU III. Later stages indicate intensification and contained backed blades and bipolar techniques. The terminal date for the site was c.1.2 ka.",c14,,1220,,,,AUSTRALIA
11763,Flinders Lofty Block,138.34,-31.89,Hawker Lagoon,Open site,CS2333,1230,120,,,Charcoal,Charcoal,Surface feature,,Radiocarbon,,Terrestrial,Open,Y,Walshe 2005,"Surface hearths fould in association wth Lampert and Hughes (1988) unit IIB. Investigations suggest surface archaeological material was the only occurrence evident here, since deflation was so great historically. Suggests that SUA-2131 is erroneous, since it occurred 1.3 m below the surface and archaeology was not found below about 20 cm in this study.",c14,,1230,,,,AUSTRALIA
