C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
11109,South East Corner,149.76,-37.56,Captain Stevenson's Point,Midden,SUA-1448,730,80,,,Charcoal,Charcoal,"Pit 1, Sq. 2N/1W, Spit 3",,Radiocarbon,,Terrestrial,Open,Y,"Richman, 1999","The site contained a variety of shellfish and fish from the Mallacoota Inlet, shellfish and seal from the rock platforms at Bastion Point, and terrestrial animal remains. Excavations contained several bone tools and stone flakes. A human burial was also located at the bottom of the excavatioms partially destroyed by previous development. Author suggests the site was occupied ephemerally from about 2.4ka with no evidence of sterile deposits.",c14,,730,,,,AUSTRALIA
10184,Riverina,143.38,-35.17,DP/1 (75271/003),Earth mound,SUA-1242,730,80,,,Charcoal,Charcoal,"Pit G, Sq. 122/147, spit 4",,Radiocarbon,,Terrestrial,Open,,Aboriginal Affairs Victoria cit. Godfrey et al. 1996,"An earth mound excavated in Nyah forest on the Murray River near Swan Hill. The site is 600 m from Murray River and 250 m from Parne Milloo. The earth mound was 50 m in diameter and 1 m high at its apex. The upper deposits had been impacted by rabbits and rabbit trappers. Excavation of three test pits revealed six layers. Artefacts were sparse and included one chert and four quartz flakes, one flint core, one quartz tool, one waterworn pebble, one amorphous artefact (possibly ground), three freshwater shell fragments possibly worked and four broken bone bi-points. The nearest known chert is over 100 km from the site. Fish bone, freshwater mussel, gastroliths, burnt clay pellets and emu eggshell were also present. A skeleton was also identified heavily disturbed in layer 1. The bones of this body revealed initial desiccation followed by covering in ochre and cremation.",c14,,730,,,,AUSTRALIA
14016,Sydney Basin,151.12,-33.19,Loggers Shelter,Rockshelter,SUA-1124,780,80,,,Charcoal,Charcoal,"Layer I, spit 2 (LF/F/2)",,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 1980, 1982; 2006",One of five key sites dug as part of Attenbrow's wider Upper Mangrove Creek investigations. The site was a rockshelter containing a complete Eastern Regional Sequence assemblage from ca. 11ka. Some faunal remains present too. One of the oldest sites in the Upper Mangrove Creek region. This sample dates the base of the post-Bondian deposit.,c14,,780,,,,AUSTRALIA
10368,Murray Darling Depression,142.3,-32.5,Kinchega Darling River,Hearth,ANU 409,790,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Pretty 1981,,c14,,790,,,,AUSTRALIA
14975,Darwin Coastal,130.9,-12.5,MA7,Shell mound,Beta-95256,850,80,,,Charcoal,Charcoal,,May-15,Radiocarbon,,Terrestrial,Open,Y,"Bourke & Crassweller, 2006; Brockwell et al., 2009",,c14,,850,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
13576,NSW North Coast,152.91,-29.59,Seelands,Rockshelter,V-25,867,80,,,Charcoal,Charcoal,"Trench 2(c), III","12""",Radiocarbon,,Terrestrial,Closed,Y,"Bermingham, 1966; McBryde, 1966","An extensive study of the rockshleter including four trenches across various parts of the site. Radiocarbon dating and analysis done on each of the trenches, with later compilation in McBryde 1874. A compilation of all these trenches revealed a uniface pebble industry in levels, IV, V and VI composed primarily indurated mudstone, siltstone and greywacke (all available from the nearby Clarence River). These lower depths retained very few artefacts between c. 2000 - 5000 BP. Level IIIA and IV similarly contains greywacke uniface pebbles, but also the appearanance of blade tools,  geometric microliths and ground-edged tools (c. 2000 BP). Level IV also contains bone artefacts, which gain in importance in levels II and III. Levels I, II and III dominated by small tool tradition.. Level contianing blades, uniface pebble tools and bone artefacts. Rich in animal bone, stone and bone artefacts",c14,,867,,,,AUSTRALIA
11374,Tasmanian South East,147.27,-42.71,Jordan River,Midden,SUA-1112,900,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Healey & Stockton, 1980 ; Stockton, 1981",This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. Limited contextual information is provided. This sample comes from the top of a midden.,c14,,900,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11143,South East Corner,149.91,-37.56,Gabo Island,Midden,SUA-1455,950,80,,,Charcoal,Charcoal,"Test pit 1, spit 11, layer 3",,Radiocarbon,,Terrestrial,Open,Y,"Fullagar 1984; Coutts et al., 1984; Richman, 1999","Midden deposit some 1 m deep and composed primarily of Cellana sp., Subninella undulata, Melanerita melanotragus and Austrocochlea sp., some bone also present. Stone artefacts low, but included quartz, marine chert, silcrete and granite possibly used for hearth stones. Basal age of site. Site was considered to have been used until European times.",c14,,950,,,,AUSTRALIA
10196,Riverina,143.38,-35.17,DP/6,Earth mound,SUA-1916,950,80,,,Charcoal,Charcoal,Spit 7,,Radiocarbon,,Terrestrial,Open,,Aboriginal Affairs Victoria cit. Godfrey et al. 1996,A sample referred to as part of a large-scale compilation of radiocarbon dates in Victoria. This sample comes from an earth mound on the Murray River near Swan Hill. It may relate to work by Coutts (1979).,c14,,950,,,,AUSTRALIA
10185,Riverina,143.38,-35.17,DP/1 (75271/003),Earth mound,SUA-996,960,80,,,Charcoal,Charcoal,Bottom of layer 4,,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1979; Coutts, 1980","An earth mound excavated in Nyah forest on the Murray River near Swan Hill. The site is 600 m from Murray River and 250 m from Parne Milloo. The earth mound was 50 m in diameter and 1 m high at its apex. The upper deposits had been impacted by rabbits and rabbit trappers. Excavation of three test pits revealed six layers. Artefacts were sparse and included one chert and four quartz flakes, one flint core, one quartz tool, one waterworn pebble, one amorphous artefact (possibly ground), three freshwater shell fragments possibly worked and four broken bone bi-points. The nearest known chert is over 100 km from the site. Fish bone, freshwater mussel, gastroliths, burnt clay pellets and emu eggshell were also present. A skeleton was also identified heavily disturbed in layer 1. The bones of this body revealed initial desiccation followed by covering in ochre and cremation.",c14,,960,,,,AUSTRALIA
10348,Finke,133.39,-24.21,Urre (Rainbow Valley 1),Hearth,Beta 16306,980,80,,,Charcoal from hearth,Charcoal,D40/4,,Radiocarbon,,Terrestrial,Closed,Y,"Smith, 1986",,c14,,980,,,,AUSTRALIA
10599,Arnhem Coast,134.8,-12,Stoneline 3,Midden,Beta-40391,980,80,,,Charcoal,Charcoal,,58,Radiocarbon,,Terrestrial,Open,Y,"Brockwell et al., 2009",,c14,,980,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10197,Riverina,143.38,-35.17,DP/6,Earth mound,SUA-1930,1000,80,,,Charcoal,Charcoal,"Tp.1, spit 10",,Radiocarbon,,Terrestrial,Open,,Aboriginal Affairs Victoria cit. Godfrey et al. 1996,A sample referred to as part of a large-scale compilation of radiocarbon dates in Victoria. This sample comes from an earth mound on the Murray River near Swan Hill. It may relate to work by Coutts (1979).,c14,,1000,,,,AUSTRALIA
12113,Simpson Strzelecki Dunefields,140.24,-27.2,Marroocoolannie 1,Open site,ANU-5427,1020,80,,,Freshwater mussel shell,Freshwater Shell,,,Radiocarbon,,Terrestrial,Open,Y,Williams 1988,,c14,,1020,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
13566,NSW North Coast,151.2,-30.53,Bendemeer Site 2,Rockshelter,GaK-710,1020,80,,,Charcoal,Charcoal,"Tr. 1, zone a, level III","10""",Radiocarbon,,Terrestrial,Closed,Y,"Kigoshi, 1967; McBryde, 1966, 1974","Part of a wider study of prehistory in New England by I. McBryde. This site, a follow up to Bendlemeer sIte 1, was also near Halls Creek. The shelter retained three main layers, with the focus of occupation occurring between 10-20"" (level III) below ground surface. The overlying deposits were culturally sterile. GaK- 710 and 711 date this occupation period.",c14,,1020,,,,AUSTRALIA
13923,Sydney Basin,150.87,-34.07,Bull Cave,Rockshelter,Not given,1050,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,Y,"Koettig, 1985a",This site only mentioned in a background review and indicating top and basal dates of the site. This date was considered the former.,c14,,1050,,,,AUSTRALIA
14976,Darwin Coastal,130.9,-12.5,MA7,Shell mound,Beta-87873,1070,80,,,Charcoal,Charcoal,,30-40,Radiocarbon,,Terrestrial,Open,Y,"Bourke & Crassweller, 2006; Brockwell et al., 2009",Assumed C13 value,c14,,1070,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10016,Murray Darling Depression,143.06,-35.26,Chillingollah 3,Burial,SUA-1695C,1100,80,,,Bone (re-precipitated alkali soluble fraction),Bone,,,Radiocarbon,,Terrestrial,Open,Y,"Macphail, 1982; Godfrey et al. 1996",A sample taken from a burial in the Mallee and used to explore variations in bone materials for radiocarbon dating. This sample was considered more reliable than SUA-1695A.,c14,,1100,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
14010,Sydney Basin,150.37,-33.73,King's Tableland,Rockshelter,SUA-229,1100,80,,,Charcoal,Charcoal,"Level 15, SU IV",71-76,Radiocarbon,,Terrestrial,Closed,Y,"Stockton & Holland 1974 ; Gillespie & Temple, 1976; Stockton, 1977","Site consists of two stratigraphic units, Phase I - IV are late Holocene, while the lower deposit dates >14ka. This date relates to the Phase I assemblage. Date referred to as 965 +/- 75 years BP in Stockton (1993). Gillespie & Temple indicate that this date was 1110 +/-80.",c14,,1100,,,,AUSTRALIA
10827,Naracoorte Coastal Plain,140.69,-38.05,Finger Point 6,Midden,ANU-6355,1180,80,,,Charcoal,Charcoal,"Unit A, spit 9",50-60,Radiocarbon,,Terrestrial,Open,Y,"Egloff et al., 1989; Egloff et al., 1989 cit. Bird & Frankel, 1991","A study of five middens dominated by subinella sp. and flint nodules along the South Australia coast. The study was undertaken as mitigation prior to a proposed development. Bird & Frankel (1991) used these dates as part of a proxy for occupation/activity. Their paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,1180,,,,AUSTRALIA
10186,Riverina,143.38,-35.17,DP/1 (75271/003),Earth mound,SUA-999,1200,80,,,Charcoal,Charcoal,Layer 5,,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1979; Coutts, 1980","An earth mound excavated in Nyah forest on the Murray River near Swan Hill. The site is 600 m from Murray River and 250 m from Parne Milloo. The earth mound was 50 m in diameter and 1 m high at its apex. The upper deposits had been impacted by rabbits and rabbit trappers. Excavation of three test pits revealed six layers. Artefacts were sparse and included one chert and four quartz flakes, one flint core, one quartz tool, one waterworn pebble, one amorphous artefact (possibly ground), three freshwater shell fragments possibly worked and four broken bone bi-points. The nearest known chert is over 100 km from the site. Fish bone, freshwater mussel, gastroliths, burnt clay pellets and emu eggshell were also present. A skeleton was also identified heavily disturbed in layer 1. The bones of this body revealed initial desiccation followed by covering in ochre and cremation.",c14,,1200,,,,AUSTRALIA
10727,King,144.71,-40.86,Mount Cameron West,Midden,ANU-338,1230,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Jones pers comm. cit Stockton, 1981",This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. Limited contextual information is provided. This sample comes from the top of the midden.,c14,,1230,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10187,Riverina,143.38,-35.17,DP/1 (75271/003),Earth mound,SUA-998,1245,80,,,Charcoal,Charcoal,Bottom of layer 3,,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1979; Coutts, 1980","An earth mound excavated in Nyah forest on the Murray River near Swan Hill. The site is 600 m from Murray River and 250 m from Parne Milloo. The earth mound was 50 m in diameter and 1 m high at its apex. The upper deposits had been impacted by rabbits and rabbit trappers. Excavation of three test pits revealed six layers. Artefacts were sparse and included one chert and four quartz flakes, one flint core, one quartz tool, one waterworn pebble, one amorphous artefact (possibly ground), three freshwater shell fragments possibly worked and four broken bone bi-points. The nearest known chert is over 100 km from the site. Fish bone, freshwater mussel, gastroliths, burnt clay pellets and emu eggshell were also present. A skeleton was also identified heavily disturbed in layer 1. The bones of this body revealed initial desiccation followed by covering in ochre and cremation.",c14,,1245,,,,AUSTRALIA
12255,Southern East Queensland,151.5207,-24.0652,Seven Mile Creek Mound,Open site,NZA-12272,1260,80,,,Charcoal,Charcoal,,6.78-10.4,Radiocarbon,,Terrestrial,Open,Y,Ulm 2002a,Alternative lab. code: Wk-8560,c14,,1260,,,,AUSTRALIA
10986,South East Coastal Plain,142.36,-38.343,Armstrong Bay,Midden,GaK-1724,1280,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Campbell, 1967 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,1280,,,,AUSTRALIA
10987,South East Coastal Plain,142.36,-38.343,Armstrong Bay,Midden,Gak-1730,1280,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1981 cit. Godfrey et al. 1996",A date referred to in a compilation of Victorian radiocarbon dates.,c14,,1280,,,,AUSTRALIA
10562,Arnhem Coast,134.9,-12.11,Garki 1 (Garrki),Midden,V-61,1305,80,,,Charcoal,Charcoal,Basal,,Radiocarbon,,Terrestrial,Open,Y,"Meehan, 1982; Veitch, 1999; Brockwell et al., 2009","The author refers to this sample as being from the basal units of a mound identified as Garrki. It may relate to Mulvaney's excavations around Milingimbi in the 1960's, but it is unclear the direct relationship based on the authors description. Veitch and Brockwell suggest this date was from Andara shell, while Meehan indicates it was a charcoal sample.",c14,,1305,,,,AUSTRALIA
10779,Murray Darling Depression,141.2,-35.2,Lake Victoria,Midden,GaK 2008,1320,80,,,Charcoal from midden,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Gill 1973,,c14,,1320,,,,AUSTRALIA
10736,King,144.63,-40.95,West Point (also referred to as Marawah),Midden,V-66,1330,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Jones, 1965; Jones, 1971 cit. Stockton, 1981","A midden explored during a reconnaissance trip in the area. Jones (1965) identified a deposit of 7' with three main units - an upper and lower midden deposit with a 9"" layer of sand in between. The upper midden had over a 1,000 artefacts recovered composed of fine grained spongy chert (94%), quartzite (5%) and basalt (1%). The lower midden unit only had 400 artefacts composed of 40% chert, 30% basalt and 30% quartzites. Extensive bone remains were recovered and included seal, wallaby, whale, native cat, Tasmanian devil, mutton bird, large birds, cuttle fish and a few fish bones. A tooth from a human was also recovered. This sample was from the top of the midden.",c14,,1330,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10377,Murray Darling Depression,143,-33.7,Lake Arumpo (OA-11),Hearth,ANU 671,1390,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti 1973, Johnston & Clark, 1998",,c14,,1390,,,,AUSTRALIA
10405,Murray Darling Depression,143.1,-33.8,Lake Mungo (ML-20),Hearth,ANU 4136,1640,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Clark 1987, Johnston & Clark 1998",,c14,,1640,,,,AUSTRALIA
13568,NSW North Coast,152.77,-29.78,Chambigne,Rockshelter,V-40,1640,80,,,Charcoal,Charcoal,"Trench 3(d), I","21-30""",Radiocarbon,,Terrestrial,Closed,Y,"Bermingham, 1966; McBryde, 1966","Shallow rockshelter dug as part of a wider study of New England by McBryde (1974). Two main levels of deposit with Level I forming the bulk of the assemblage. Sample from talus slope, beneath rock fall. Layer rich in cultural material; implements including pebble tools and high numbers of geometric microliths, uniface pebbles. Basal date",c14,,1640,,,,AUSTRALIA
10339,Channel Country,144.33,-28.84,White Bore III,Hearth,SUA 2942,1730,80,,,Charcoal from hearth,Charcoal,Excavation Unit 1,,Radiocarbon,,Terrestrial,Open,Y,"Robin 1993, 1996",,c14,,1730,,,,AUSTRALIA
13488,Nandewar,150.93,-29.47,Graman Area B Site 4,Rockshelter,GaK-1189,1750,80,,,Charcoal,Charcoal,"Tr. 1, level I","13""",Radiocarbon,,Terrestrial,Closed,Y,"Polach et al. 1968, McBryde, 1974","One of a complex of sites along Ottley Creek investigated by McBryde (1974). The site retained two main levels dating to between c. 2000 - 4000 BP. This samples was associated with industry of backed blades and bone artefacts. Agrees with ANU-55, which while higher in the rockshelter, is lower in the level I deposit.",c14,,1750,,,,AUSTRALIA
13884,Sydney Basin,151.25,-33.83,Balmoral Beach 2,Rockshelter,Wk-3051,1810,80,,,Charcoal,Charcoal,Sq. U13/8,38-45,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 1993a","A rockshelter excavated following disturbance by the public (the site being near Balmoral beach). Two different phases of excavation reached depths of 199 cm (with cultural deposits to 184cm). The site contained four main layers (and several sub-layers). The upper layer was post 1960's. The second layer was dated to between 2.5 and 3 ka and consisted of shell-rich materials (also includes ashy lenses, artefacts, fish and animal bones). The lower layer - >100cm - dated to c. 3 ka - <3.78ka was composed of grey sands and contained charcoal, bones and stone artefacts; only small amounts of shell were found. The fourth layer overlying the bedrock was considered >3.78ka and contained a low density of artefacts and some charcoal. Most artefacts were recovered from layers 2 and 3 and contained backed artefacts dominated by silcrete and chert. An igneous ground edge implement was found in layer 4. Bone was found in all layers and were primarily snapper, tarwhine, bream and groper, wallaby, kangaroo and wombat. Shell was confined to layer 2 and was primarily rocky shore/rock platform species (limpet, black periwinkles, rock oyster). Other species present included large turban, triton, cartrut, sydney cockle and hairy mussel. Parts of a human skeleton were found in layer 1. This test pit is located outside of the rockshelter",c14,,1810,,,,AUSTRALIA
10127,Sydney Basin,151.34,-33.52,Ettalong Beach,Burial,Beta-35481,1820,80,,,Human bone,Bone,,,Radiocarbon,,Terrestrial,Open,Y,"Donlon 1990 cit. Pardoe, 1993; Donlon, 1991",Part of a wider study reviewing ages of skeletal remains along the Murray-Darling River. Donlon (1991) relates to the Swansea Heads burial ground and similarly refers to this date in part of a review. This date relates to two male individuals,c14,,1820,,,,AUSTRALIA
11149,South East Corner,149.91,-36.95,Lake Pambula,Midden,ANU-2830,1820,80,,,Charcoal,Charcoal,Spit 10,50.5,Radiocarbon,,Terrestrial,Open,Y,"Sullivan, 1982; Sullivan, 1984 cit. Brown, 2005; Sullivan, 1984","Test excavations of a sell mound as part of a PhD thesis. Trench 1 x 0.5 m dug to bedrock (1.2 m) revealed three units: 1) upper midden dominated by mussel and dated to about 1,200 BP; 2) middle midden dominated by hairy mussel with some mud oyster and dated to 1200 - 2300 BP; and 3) lower midden dominated by mud oyster and dating to 2300 - 3000 BP. Other finds included bone (bird, land and sea mammals, fish), bone tools and stone artefacts. No fish hooks, etc were observed. This sample was part of a charcoal-marine pair from spit 7 - pairs with ANU-2829",c14,,1820,,,,AUSTRALIA
10737,King,144.63,-40.95,West Point (also referred to as Marawah),Midden,V-69,1850,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Jones, 1965; Jones, 1971 cit. Stockton, 1981","A midden explored during a reconnaissance trip in the area. Jones (1965) identified a deposit of 7' with three main units - an upper and lower midden deposit with a 9"" layer of sand in between. The upper midden had over a 1,000 artefacts recovered composed of fine grained spongy chert (94%), quartzite (5%) and basalt (1%). The lower midden unit only had 400 artefacts composed of 40% chert, 30% basalt and 30% quartzites. Extensive bone remains were recovered and included seal, wallaby, whale, native cat, Tasmanian devil, mutton bird, large birds, cuttle fish and a few fish bones. A tooth from a human was also recovered. This sample was from the base of the midden.",c14,,1850,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11150,South East Corner,149.91,-36.95,Lake Pambula,Midden,ANU-2246,1850,80,,,Charcoal,Charcoal,Spit 11,57,Radiocarbon,,Terrestrial,Open,Y,"Sullivan, 1982; Sullivan, 1984 cit. Brown, 2005; Sullivan, 1984","Test excavations of a shell mound as part of a PhD thesis. Trench 1 x 0.5 m dug to bedrock (1.2 m) revealed three units: 1) upper midden dominated by mussel and dated to about 1,200 BP; 2) middle midden dominated by hairy mussel with some mud oyster and dated to 1200 - 2300 BP; and 3) lower midden dominated by mud oyster and dating to 2300 - 3000 BP. Other finds included bone (bird, land and sea mammals, fish), bone tools and stone artefacts. No fish hooks, etc were observed.",c14,,1850,,,,AUSTRALIA
10440,Murray Darling Depression,141.2,-35.2,Lake Victoria,Hearth,GaK 2007,1930,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Gill 1973,,c14,,1930,,,,AUSTRALIA
13951,Sydney Basin,151.11,-34.15,Curracurrang (2CU5/-),Rockshelter,GaK-898,1930,80,,,Charcoal,Charcoal,2CU5/B,"15""",Radiocarbon,,Terrestrial,Closed,Y,"Flood, 1983; Kigoshi, 1967","Sample dates oldest horizon in a partially disturbed deposit associated with backed blades, edge-ground implements, and 'fabricators' of Bondaian industry. Compares closely with GaK-688. Koettig (1985) refers to the lab code of this sample as GaK-848.",c14,,1930,,,,AUSTRALIA
14320,Victoria Bonaparte,128.45,-15.41,Kununurra 1,Rockshelter,SUA-55,1940,80,,,Charcoal,Charcoal,,57,Radiocarbon,,Terrestrial,Closed,Y,"Gillespie & Temple, 1973; Dortch, 1977; Veth, 1995",Site excavated by CE Dortch. Sample taken 10cm above flaked and ground axe.,c14,,1940,,,,AUSTRALIA
12393,Sydney Basin,150.97,-34.05,Mills Creek 14 (M14),Open site,Beta-27197,2160,80,,,Charcoal,Charcoal,"Sq. E9 I-V, spit 3",15-25,Radiocarbon,,Terrestrial,Open,Y,"Koettig, 1990","A large open site immediately outside Mill Creek 11 rockshelter. Salvage excavations using shovel probes and test pits recovered some 7,546 artefacts dominated by quartz and to a lesser extent silcrete. This date came from a hearth where a focus of part of the assemblage (dominated by bipolar knapping) was present. The hearth had evidence of sandstone used in its construction/heating. This date indicates that bipolar flaking (and some evidence of backing) had begun by this point at the site. The dates compare well with a Mill Creek 11 and indicate contemporary use between the two areas.",c14,,2160,,,,AUSTRALIA
10408,Murray Darling Depression,143.1,-33.8,Lake Mungo (MLB-17),Hearth,ANU 662,2180,80,,,Burnt earth from hearth,Soil,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti 1973, Johnston & Clark, 1998",,c14,,2180,,,,AUSTRALIA
13942,Sydney Basin,151.11,-34.15,Curracurrang (1CU5/-),Rockshelter,GaK-895,2230,80,,,Charcoal,Charcoal,1CU5/7S (6),"34""",Radiocarbon,,Terrestrial,Closed,Y,"Kigoshi, 1967; Megaw, 1968","A larger sandstone rockshleter in the Royal National Park, south of Sydney. The shelter retained a tripartite sequence (Elouera-Bondaian-Capertian) and was one of the key sites in the 1960's and 1970's regarding the discussion/timing of these different typological assemblages. The site retained three main sedimentary units: 1) the upper layer was a consisted of a lightly packed midden with marine, fish and some non-human bones; this layer did not extend far beyond the dripline; 2) a layer of dark brown unctuous soil with no bone or shell; this unit extends beyond the dripline, but is deepest (1'3"") and highest artefact densities are in the rockshelter; and 3) clayey decomposed sandstone matrix (1'6"" in depth) derived from weathering bedrock. Date from lower part of maximum depth of Bondaian layer. Refers to spit 4, but description suggests spit 6",c14,,2230,,,,AUSTRALIA
14037,Sydney Basin,151.12,-33.19,Mussel Shelter,Rockshelter,SUA-1503,2230,80,,,Charcoal,Charcoal,"Spit 12, middle layer",56.9-62.9,Radiocarbon,,Terrestrial,Closed,Y,"Attenbrow, 1982","One of five key sites dug as part of Attenbrow's wider Upper Mangrove Creek investigations. The site was a rockshelter containing the highest artefact densities of any of the sites excavated. Highest densities were in the middle of three stratigraphic units evident at this site (spits 11-16 - middle layer). The upper and lowest units retained 1178 and 571 artefacts/cubic m, respectively. Bondi points were not found in the upper deposits, they were found in association with this date at spit 12. Hiscock & Attenbrow use this site to demonstrate the occurrence of backed blades in the early Holocene.",c14,,2230,,,,AUSTRALIA
14046,Sydney Basin,150.36,-34.26,RC-PAD (Mount Flora - Nattai National Park),Rockshelter,Beta-65749,2230,80,,,Charcoal,Charcoal,,40-45,Radiocarbon,,Terrestrial,Closed,Y,"Rich, 1993 cit. Jo McDonald Cultural Heritage Management Pty Ltd, 2003","A rockshelter site referred to as part of a background review on another project. The site is referred to as RC-PAD as well as Mount Flora. The site indicates an early co-dominance of silcrete, chert and quartz raw materials (before 2,230 +/- 80). Irregular use of these raw materials occurred until a quartz dominance in the last 1,500 years. Backed blades were evident throughout the sequence, including at the lowest depths (although these were originally considered displaced, more recent evidence suggests there may have been in situ and date to 7,500 years BP), and a proliferation between 20-45cm. Two ground edge artefacts were found between 10-20cm. Flake tools were found throughout with increasing thickness below 40 cm. Bipolar flaking was also evident in higher depths (5-30 cm).",c14,,2230,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11111,South East Corner,149.76,-37.56,Captain Stevenson's Point,Midden,SUA-1918,2380,80,,,Charcoal,Charcoal,"Pit 3, 12N/1W, spit 20",,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1984; Richman, 1999","The site contained a variety of shellfish and fish from the Mallacoota Inlet, shellfish and seal from the rock platforms at Bastion Point, and terrestrial animal remains. Excavations contained several bone tools and stone flakes. A human burial was also located at the bottom of the excavatioms partially destroyed by previous development. Author suggests the site was occupied ephemerally from about 2.4ka with no evidence of sterile deposits. Richman quotes this date as 2460 +/- 70.",c14,,2380,,,,AUSTRALIA
12140,Southern East Queensland,152.9149,-25.366,Booral Homestead Midden,Open site,Beta-32045,2420,80,,,Charcoal,Charcoal,,76.6,Radiocarbon,,Terrestrial,Open,Y,Frankland 1990,,c14,,2420,,,,AUSTRALIA
10391,Murray Darling Depression,143.1,-33.5,Lake Garnpung (WCG-2),Hearth,ANU 678,2440,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti 1973, Johnston & Clark, 1998",,c14,,2440,,,,AUSTRALIA
14895,Arnhem Coast,134.7,-12,Macassar Well,Shell mound,V-60,2445,80,,,Charcoal,Charcoal,,175-185,Radiocarbon,,Terrestrial,Open,Y,"Brockwell et al., 2009",,c14,,2445,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11142,South East Corner,149.76,-37.55,Fisheries Point,Midden,SUA-1454,2470,80,,,Charcoal,Charcoal,"TP B, spit 8, layer 3",,Radiocarbon,,Terrestrial,Open,Y,"Coutts et al. 1984; Simmons, 1984; Richman, 1999","This site retained two distinct cultural layers. An upper layer dominated by midden and shell material and dated to between 980 and 1750 radiocarbon yrs BP, and a lower layer pre-dating this on a former topsoil. The lower layer retained silcrete blades, flakes and fragments, and quartz debitage and comminuted shell.  No reference to material type is  made in either of these papers as to what was dated. There is some inference (and dominance in all of the papers of this book) that the samples were all charcoal. This is most notable given by a discussion surrouding a charcoal lens in the lowest layer and associated date.",c14,,2470,,,,AUSTRALIA
13492,Nandewar,150.93,-29.47,Graman Area B Site 4,Rockshelter,GaK-1190,2480,80,,,Charcoal,Charcoal,"Tr. 1, level II, spit 1","13""",Radiocarbon,,Terrestrial,Closed,Y,"Polach et al. 1968, McBryde, 1974","One of a complex of sites along Ottley Creek investigated by McBryde (1974). The site retained two main levels dating to between c. 2000 - 4000 BP. This samples was associated with rich collection of bone and stone implements (including backed blades). Agrees well with ANU-56 in a similar context 60"" away.",c14,,2480,,,,AUSTRALIA
12145,Southern East Queensland,152.9149,-25.366,Booral Shell Mound,Open site,Beta-38242,2790,80,,,Charcoal,Charcoal,,91.2,Radiocarbon,,Terrestrial,Open,Y,Frankland 1990,,c14,,2790,,,,AUSTRALIA
